인증구분,인증번호,기업명,인증의 범위,유효기간
ISMS-P,ISMS-P-KISA-2025-053,메가존(주),"메가존서비스운영(호스팅케이알, 아이티평생교육원, 메가존플레이, 인천공항면세점)",2025-10-22~2028-10-21
ISMS-P,ISMS-P-KISA-2025-052,주식회사 와이어트,"와이어트 자사몰 (닥터포헤어, 어노브, 탱글엔젤)(정보통신망법 제47조의7에 따른 인증의 특례)",2025-10-22~2028-10-21
ISMS-P,ISMS-P-KISA-2025-051,(주)넥슨코리아,"온라인 및 모바일 게임, 채용, 넥슨PC방, 헬로메이플, 회사 홈페이지",2025-10-22~2028-10-21
ISMS,ISMS-KISA-2025-144,(주)에버스핀,피싱방지 온라인 서비스 개발 및 운영(FakeFinder)(정보통신망법제47조의 7에 따른 인증의 특례),2025-10-22~2028-10-21
ISMS,ISMS-KISA-2025-143,(주) 위너스텔,알뜰폰 서비스 운영(웰 알뜰폰),2025-10-22~2028-10-21
ISMS,ISMS-KISA-2025-142,(주)데이블,데이블 광고 플랫폼,2025-10-22~2028-10-21
ISMS,ISMS-KISA-2025-141,(주) 씨엠비,"종합유선방송, 인터넷, 인터넷전화, 레인보우TV, 렌탈 및 할부 서비스 운영",2025-10-22~2028-10-21
ISMS,ISMS-KISA-2025-140,자이에스앤디(주),홈네트워크 서비스 개발,2025-10-22~2028-10-21
ISMS,ISMS-KISA-2025-139,메가존소프트 주식회사,"메가존소프트 서비스 운영(Cloud MSP, HyperBilling)(심사받지 않은 물리적 인프라 제외)",2025-10-22~2028-10-21
ISMS,ISMS-KISA-2025-138,(주) 케이아이엔엑스,"집적정보통신시설(IDC) 운영 (코로케이션, 네트워크, 클라우드, 클라우드 허브, CDN　서비스 제공)",2025-10-22~2028-10-21
ISMS,ISMS-KISA-2025-137,(주)글로벌머니익스프레스,알뜰폰 서비스 운영(GME Global),2025-10-22~2028-10-21
ISMS,ISMS-KISA-2025-136,동아대학교,"학사행정시스템 운영(학적, 성적관리, 수강신청, 학사관리)",2025-10-22~2028-10-21
ISMS,ISMS-KISA-2025-135,인제대학교 부산백병원,의료정보시스템(EMR/OCS) 및 홈페이지 서비스 운영,2025-10-22~2028-10-21
ISMS,ISMS-KISA-2025-134,피에스앤마케팅 주식회사,온라인 쇼핑몰 서비스 운영(SK패밀리샵),2025-10-22~2028-10-21
ISMS,ISMS-FSI-2025-007,사단법인 보험개발원,보험정보망 공동정보관리시스템 및 실손보험 청구 전산화 시스템,2025-10-18~2028-10-17
ISMS-P,ISMS-P-KISA-2025-050,주식회사 콜포유,홈페이지내 견적 문의 (정보통신망법 제47조의 7에 따른 인증의 특례),2025-10-01~2028-10-01
ISMS-P,ISMS-P-KISA-2025-049,지에스엠비즈 주식회사,"온라인 서비스 운영(홈페이지, 모바일 쿠폰,GS&패널, a/O 멤버십,GSMyCar, 비브릿지, 석유제품주문, nexPiaTLG, 고객센터)",2025-10-01~2028-10-01
ISMS-P,ISMS-P-KISA-2025-048,주식회사 뱅크샐러드,마이데이터 활용 자산 및 건강 관리 서비스,2025-10-01~2028-10-01
ISMS-P,ISMS-P-KISA-2025-047,주식회사 네오플,"PC기반의 온라인 게임서비스 운영(던전앤파이터, 사이퍼즈)",2025-10-01~2028-10-01
ISMS,ISMS-KISA-2025-133,주식회사 콜포유,콜센터 서비스 (정보통신망법 제47조의 7에 따른 인증의 특례),2025-10-01~2028-10-01
ISMS,ISMS-KISA-2025-132,(주)한퓨어,한퓨어 온라인 서비스(정보통신망법 제47조의7에 따른 인증의 특례),2025-10-01~2028-10-01
ISMS,ISMS-KISA-2025-131,깨끗한나라(주),깨끗한나라몰 및 주문관리 서비스 운영,2025-10-01~2028-10-01
ISMS,ISMS-KISA-2025-130,(주)엘지씨엔에스,"LG CNS 대외서비스 (홈페이지, SINGLEX, B2B 서비스, 업무지원시스템, LG/LX Careers) 및 IDC 운영 (심사받지 않은 물리적 인프라 제외)",2025-10-01~2028-10-01
ISMS,ISMS-KISA-2025-129,(주)이니스프리,이니스프리 온라인 쇼핑몰 운영,2025-10-01~2028-10-01
ISMS,ISMS-KISA-2025-128,(주)더블유컨셉코리아,온라인 쇼핑몰 서비스(Wconcept),2025-10-01~2028-10-01
ISMS-P,ISMS-P-FSI-2025-008,(주)국민은행,"인터넷뱅킹 서비스 운영(웹, 모바일)(심사받지 않은 물리적 인프라 제외)",2025-09-27~2028-09-26
ISMS-P,ISMS-P-FSI-2025-007,나이스평가정보,"CB, NICE지키미 및 NICE아이디 서비스(휴대폰 본인확인 수탁업무 제외)(심사받지 않은 물리적 인프라 제외)",2025-09-27~2028-09-26
ISMS-P,ISMS-P-KISA-2025-046,주식회사 쏘카,쏘카 웹/앱 모바일 서비스 운영,2025-09-17~2028-09-16
ISMS-P,ISMS-P-KISA-2025-045,주식회사 안랩,"안랩닷컴, 안랩몰, 기술지원 서비스, 파트너지원서비스, 채용 서비스, 원격관제서비스, 영업지원서비스, 안랩 위협 인텔리전스 플랫폼 서비스",2025-09-17~2028-09-16
ISMS-P,ISMS-P-KISA-2025-044,(주)체리,체리 기부플랫폼(정보통신망법 제 47조의7에 따른 인증의 특례),2025-09-17~2028-09-16
ISMS-P,ISMS-P-KISA-2025-043,(주)비즈인사이트,건강 및 보험 서비스,2025-09-17~2028-09-16
ISMS,ISMS-KISA-2025-127,(주)지오다노,"지오다노, 지오다노 주니어, 컨셉원 온라인 서비스",2025-09-17~2028-09-16
ISMS,ISMS-KISA-2025-126,(주)케이씨에이,웹 취약점 진단 서비스,2025-09-17~2028-09-16
ISMS,ISMS-KISA-2025-125,주식회사 케이티디에스,CMP 서비스운영 CloudWiz,2025-09-17~2028-09-16
ISMS,ISMS-KISA-2025-124,(주)스케쳐스코리아,스케쳐스코리아 온라인 자사몰 서비스,2025-09-17~2028-09-16
ISMS,ISMS-KISA-2025-123,주식회사 안랩,"제품 및 엔진 업데이트 서비스, AhnLab Smart Defense, 대외 웹 서비스, 컨설팅 서비스, 안랩 트랜잭션 보안 솔루션 서비스, 안랩 개인용 무료 백신 솔루션 서비스, AhnLab AI PLUS 서비스",2025-09-17~2028-09-16
ISMS,ISMS-KISA-2025-122,쿠쿠전자(주),쿠쿠전자 쇼핑몰 운영 및 대외 서비스 운영(홈페이지 및 채용사이트),2025-09-17~2028-09-18
ISMS,ISMS-KISA-2025-121,(주)원에프엔씨,"온라인 쇼핑몰 운영(안나앤모드, 안나앤플러스, 베베르망, 하루키즈, 리틀브로, 뮬랑, 메무아)(정보통신망법 제47조의7에 따른 인증의 특례)",2025-09-17~2028-09-16
ISMS,ISMS-KISA-2025-120,아하앤컴퍼니 주식회사,소셜 Q&A 커뮤니티(정보통신망법 제47조의7에 따른 인증의 특례),2025-09-17~2028-09-16
ISMS,ISMS-KISA-2025-119,(주)에넥스텔레콤,"알뜰폰 서비스(에이모바일), 온라인 쇼핑몰(피졸로), 렌탈 서비스(스마트 렌탈) 운영",2025-09-17~2028-09-16
ISMS,ISMS-KISA-2025-118,(주)비즈인사이트,카드사 콜센터 서비스(정보통신망법 제47조의7에 따른 인증의 특례),2025-09-17~2028-09-16
ISMS-P,ISMS-P-KISA-2025-042,국가정보자원관리원,"국가정보자원관리원 개인정보처리시스템(방문자관리, 통합운영관리지원, 출입통제)",2025-09-03~2028-09-02
ISMS,ISMS-KISA-2025-117,주식회사 케이티샛,위성정보통신 서비스,2025-09-03~2028-09-02
ISMS,ISMS-KISA-2025-116,(주)코드모바일,알뜰폰 서비스 운영(이지모바일),2025-09-03~2028-09-02
ISMS,ISMS-KISA-2025-115,국가정보자원관리원,"국가정보자원관리원 운영 (대전, 광주, 대구)",2025-09-03~2028-09-02
ISMS,ISMS-KISA-2025-114,(주)알비이엔씨,마르헨제이 온라인 쇼핑몰 운영 (정보통신망법 제47조의7에 따른 인증의 특례),2025-09-03~2028-09-02
ISMS-P,ISMS-P-FSI-2025-006,농협은행,마이데이터 서비스,2025-08-29~2028-08-28
ISMS-P,ISMS-P-FSI-2025-005,비씨카드(주),마이데이터 서비스(심사받지 않은 물리적 인프라 제외),2025-08-29~2028-08-28
ISMS-P,ISMS-P-FSI-2025-004,비씨카드(주),"카드서비스 및 온라인서비스(바로카드, 홈페이지 및 페이북, 금융서비스)(심사받지 않은 물리적 인프라 제외)",2025-08-29~2028-08-28
ISMS,ISMS-FSI-2025-005,농협은행,NH카드 앱(NHpay) 및 웹 운영,2025-08-29~2028-08-28
ISMS,ISMS-FSI-2025-004,이지스엔터프라이즈(주),공동주택/집합건물 관리 전산서비스 및 온라인 전자결제 부문(심사받지 않은 물리적 인프라 제외),2025-08-29~2028-08-28
ISMS-P,ISMS-P-KISA-2025-041,롯데멤버스(주),"L.POINT(멤버쉽,포인트), L.pay(간편결제), 라임(리서치), LTAS(TM), 롯데모바일상품권, 롯데모바일쿠폰 서비스 운영(심사받지 않은 물리적 인프라 제외)",2025-08-21~2028-08-20
ISMS,ISMS-KISA-2025-113,랄프로렌코리아(유),온라인 쇼핑몰 운영 (랄프로렌 코리아)(심사받지 않은 물리적 인프라 및 SaaS서비스 인프라 영역 제외),2025-08-21~2028-08-20
ISMS,ISMS-KISA-2025-112,유한건강생활,온라인 쇼핑몰 서비스 운영(뉴오리진),2025-08-21~2028-08-20
ISMS,ISMS-KISA-2025-111,(주)스마텔,알뜰폰 서비스 운영 (스마텔),2025-08-21~2028-08-20
ISMS,ISMS-KISA-2025-110,(주)인스코리아,알뜰폰 서비스 운영(인스모바일),2025-08-21~2028-08-20
ISMS,ISMS-KISA-2025-109,다이슨코리아(유),"공식몰, 멤버십 사이트 및 모바일 앱 서비스 운영(심사받지 않은 물리적 인프라 제외)",2025-08-21~2028-08-20
ISMS,ISMS-KISA-2025-108,주식회사 메타크래프트,온라인 웹 소설 서비스(노벨피아) 운영 (정보통신망법 제47조의7에 따른 인증의 특례),2025-08-21~2028-08-20
ISMS,ISMS-KISA-2025-107,루이비통코리아(유),온라인쇼핑몰 서비스 운영(루이비통닷컴) (심사받지 않은 물리적 인프라 및 SaaS서비스 인프라 영역 제외),2025-08-21~2028-08-20
ISMS,ISMS-KISA-2025-106,(주)커넥트웨이브,플레이오토 쇼핑몰 통합관리 솔루션,2025-08-21~2028-08-20
ISMS,ISMS-KISA-2025-105,(주)아식스코리아,"온라인쇼핑몰 서비스 운영(asics,onitsukatiger) (심사받지 않은 물리적 인프라 제외)",2025-08-21~2028-08-20
ISMS,ISMS-KISA-2025-104,클리오,클리오 온라인 쇼핑몰 운영,2025-08-21~2028-08-20
ISMS,ISMS-KISA-2025-103,와이즐리컴퍼니(주),와이즐리 쇼핑몰 서비스(심사받지 않은 물리적 인프라 제외),2025-08-21~2028-08-20
ISMS,ISMS-KISA-2025-102,(주) 이롬넷,전자지급결제대행 (PG) 서비스 운영,2025-08-21~2028-08-20
ISMS,ISMS-KISA-2025-101,(주)코페이,PG 서비스 운영,2025-08-21~2028-08-20
ISMS,ISMS-KISA-2025-100,엔에이치엔링크(주),온라인 티켓 예매서비스,2025-08-21~2028-08-20
ISMS,ISMS-KISA-2025-099,롯데건설(주),플랜트 IT 시스템 운영,2025-08-21~2028-08-20
ISMS-P,ISMS-P-KISA-2025-040,기아 주식회사,드라이빙 인사이트 서비스 운영,2025-08-20~2028-08-19
ISMS-P,ISMS-P-KISA-2025-039,(주)세라젬,"세라젬 직영몰 및 대외 서비스(세라젬 홈페이지, 홈체험, 공유사업자 모집, 렌탈결제변경, 세라젬 Biz, 멤버십, 세라체크, IOT)",2025-08-20~2028-08-19
ISMS,ISMS-KISA-2025-098,(주)뉴젠피앤피,이음택스(연말정산 서비스)(정보통신망법 제47조의7에 따른 인증의 특례),2025-08-20~2028-08-19
ISMS,ISMS-KISA-2025-097,건양대학교병원,의료정보시스템(EMR/OCS) 및 홈페이지 서비스 운영,2025-08-20~2028-08-19
ISMS,ISMS-KISA-2025-096,(주)마블프로듀스,알뜰폰 서비스 운영(마블링알뜰폰),2025-08-20~2028-08-19
ISMS,ISMS-KISA-2025-095,가톨릭대학교 성빈센트병원,"의료정보시스템(EMR, OCS) 및 홈페이지 서비스 운영",2025-08-20~2028-08-19
ISMS,ISMS-KISA-2025-094,(주)살루스케어,헬스케어서비스(정보통신망법 제47조의7에 따른 인증의 특례),2025-08-20~2028-08-19
ISMS,ISMS-KISA-2025-093,(주)스테이지파이브,알뜰폰(MVNO) 서비스 운영,2025-08-20~2028-08-19
ISMS,ISMS-KISA-2025-092,(주)앤알커뮤니케이션,"온라인 서비스 운영(NRCOM, imall7, Nvoim) 및 알뜰폰 이동통신 서비스 운영(N-telecom)",2025-08-20~2028-08-19
ISMS,ISMS-KISA-2025-091,월트디즈니컴퍼니코리아,한국 디즈니 플러스 서비스 운영(심사받지 않은 물리적 인프라 제외),2025-08-20~2028-08-19
ISMS,ISMS-KISA-2025-090,(주)더원플랫폼,알뜰폰 서비스 운영(더원플랫폼),2025-08-20~2028-08-19
ISMS,ISMS-KISA-2025-089,동아제약(주),"동아제약 온라인 서비스(홈페이지, 디몰, 파티온몰, 답몰) 운영",2025-08-20~2028-08-19
ISMS,ISMS-KISA-2025-088,(주)아이즈비전,MVNO 서비스,2025-08-20~2028-08-19
ISMS,ISMS-KISA-2025-087,(주)고고팩토리,알뜰폰 서비스 운영(고고모바일),2025-08-20~2028-08-19
ISMS-P,ISMS-P-KISA-2025-038,대한항공씨앤디서비스 주식회사,"대표 홈페이지 및 기내면세 서비스 운영(대한항공, 진에어)",2025-08-06~2028-08-05
ISMS-P,ISMS-P-KISA-2025-037,(주)리멤버앤컴퍼니,"온라인 채용 서비스 (리멤버, 자소설닷컴, 슈퍼루키) 운영",2025-08-06~2028-08-05
ISMS,ISMS-KISA-2025-086,(주)프리텔레콤,MVNO 알뜰폰 서비스,2025-08-06~2028-08-05
ISMS,ISMS-KISA-2025-085,(주)인스코비성동지점,MVNO 알뜰폰 서비스,2025-08-06~2028-08-05
ISMS,ISMS-KISA-2025-084,드림마크원인천 주식회사,IDC 인프라 서비스 운영,2025-08-06~2028-08-05
ISMS,ISMS-KISA-2025-083,넷플릭스서비시스코리아,넷플릭스서비시스코리아 유한회사가 홍보 및 재판매하는 Netflix OTT(over-the-top) 스트리밍 비디오 서비스(심사받지 않은 물리적 인프라 제외),2025-08-06~2028-08-05
ISMS,ISMS-KISA-2025-082,교원투어,"인터넷 예약서비스(여행이지, 항공발권시스템)",2025-08-06~2028-08-05
ISMS,ISMS-KISA-2025-081,(주)교원헬스케어,더오름 쇼핑몰,2025-08-06~2028-08-05
ISMS,ISMS-KISA-2025-080,(주)교원,"K멤버스 쇼핑몰, Smart Learning Platform",2025-08-06~2028-08-05
ISMS,ISMS-KISA-2025-079,(주)비상교육,온라인교육 및 대외서비스 운영(심사받지 않은 물리적 인프라 제외),2025-08-06~2028-08-05
ISMS,ISMS-KISA-2025-078,이투스에듀 주식회사,"인터넷 교육 서비스(이투스, 워드마스터, 디온)",2025-08-06~2028-08-05
ISMS,ISMS-KISA-2025-077,한국피셔과학(주),한국 온라인 구매/정보제공 서비스 운영(심사받지 않은 물리적 인프라 제외),2025-08-06~2028-08-05
ISMS,ISMS-KISA-2025-076,주식회사 디에이치엘코리아,디에이치엘코리아 해외특송 서비스 운영 (심사받지 않은 물리적 인프라 제외),2025-08-06~2028-08-05
ISMS,ISMS-KISA-2025-075,(주)친구아이앤씨,알뜰폰 서비스 운영(친구모바일),2025-08-06~2028-08-05
ISMS,ISMS-KISA-2025-074,동국대학교,"학사행정시스템 운영(학적, 성적관리, 학사관리, 수강신청(서울캠퍼스))",2025-08-06~2028-08-05
ISMS-P,ISMS-P-FSI-2025-003,롯데카드 주식회사,개인 카드 결제 서비스 (온/오프라인)(심사받지 않은 물리적 인프라 제외),2025-07-29~2028-07-28
ISMS-P,ISMS-P-FSI-2025-002,한국투자증권,"전자금융서비스(트레이딩, 뱅킹, 금융상품)(심사받지 않은 물리적 인프라 제외)",2025-07-29~2028-07-28
ISMS-P,ISMS-P-KISA-2025-036,하남도시공사,하남도시공사 국민체육센터 홈페이지 및 회원 관리 시스템,2025-07-16~2028-07-15
ISMS-P,ISMS-P-KISA-2025-035,행복나래 주식회사,행복나래 온라인 서비스 운영,2025-07-16~2028-07-15
ISMS,ISMS-KISA-2025-073,(주)야나두,"온라인 콘텐츠 운영 (야나두영어, 야나두영어b2b, 틈새단어, 스르르학습지, 야나두키즈, 야핏사이클, 야핏무브)",2025-07-16~2028-07-15
ISMS,ISMS-KISA-2025-072,(주)자코모,온라인 쇼핑몰 서비스 운영(자코모 공식몰) (정보통신망법 제47조의7에 따른 인증의 특례),2025-07-16~2028-07-15
ISMS,ISMS-KISA-2025-071,주식회사 아른,아른 온라인 쇼핑몰 서비스 운영,2025-07-16~2028-07-15
ISMS,ISMS-KISA-2025-070,주식회사 배럴,온라인 쇼핑 서비스 운영(배럴) (정보통신망법제47조의7에 따른 인증의 특례),2025-07-16~2028-07-15
ISMS,ISMS-KISA-2025-069,한화갤러리아(주),한화갤러리아 대외 온라인서비스 및 홈페이지 운영,2025-07-16~2028-07-15
ISMS,ISMS-KISA-2025-068,(주)블룸에이아이,Biz메시지 및 통합인증 솔루션 운영(정보통신망법 제47조의7에 따른 인증의 특례),2025-07-16~2028-07-15
ISMS-P,ISMS-P-KISA-2025-034,현대자동차(주),드라이빙인사이트 서비스 운영,2025-07-02~2028-07-01
ISMS-P,ISMS-P-KISA-2025-033,토스플레이스(주),토스플레이스 서비스 운영,2025-07-02~2028-07-01
ISMS,ISMS-KISA-2025-067,주식회사 업스테어스,"IT기기 매매 서비스 플랫폼 운영(폰가비, 중가비)(정보통신망법 제47의7에 따른 인증의 특례)",2025-07-02~2028-07-01
ISMS,ISMS-KISA-2025-066,(주)더스윙,공유 모빌리티 서비스,2025-07-02~2028-07-01
ISMS,ISMS-KISA-2025-065,디씨케이원(주),데이터센터 물리시설 운영,2025-07-02~2028-07-01
ISMS,ISMS-KISA-2025-064,주식회사 파라다이스세가사미,파라다이스시티 호텔&리조트 서비스 운영,2025-07-02~2028-07-01
ISMS,ISMS-KISA-2025-063,(주)큰사람커넥트,"이야기 모바일, 이야기IoT, 이야기 솔루션, 선거문자, 일반문자 서비스 운영",2025-07-02~2028-07-01
ISMS,ISMS-KISA-2025-062,(주) 동원에프앤비,"온라인 쇼핑몰(동원몰,더반찬&,아르르) 서비스 운영",2025-07-02~2028-07-01
ISMS,ISMS-KISA-2025-061,(주) 스마트스코어,온라인 스마트스코어 운영,2025-07-02~2028-07-01
ISMS-P,ISMS-P-KISA-2025-032,GS칼텍스,"GS&POINT, 에너지 플러스, 에너지 플러스 EV 서비스 및 GS칼텍스 보너스카드 서비스",2025-06-18~2028-06-17
ISMS-P,ISMS-P-KISA-2025-031,(주)지에스리테일,GS리테일 온라인 서비스(심사받지 않은 물리적 인프라 제외),2025-06-18~2028-06-17
ISMS-P,ISMS-P-KISA-2025-030,주식회사 즐거운,"쿠폰 판매 서비스 운영(오피스콘, 스마일콘)",2025-06-18~2028-06-17
ISMS,ISMS-KISA-2025-060,코나아이(주),모나 가상 이동통신망 사업(MVNO),2025-06-18~2028-06-17
ISMS,ISMS-KISA-2025-059,(주)진이어스,"대표홈페이지, 폐쇄몰서비스(진이어스몰) (정보통신망법 제47조의7에 따른 인증의 특례)",2025-06-18~2028-06-17
ISMS,ISMS-KISA-2025-058,(주)에르엘,알뜰폰 서비스 운영(에르엘 모바일),2025-06-18~2028-06-17
ISMS,ISMS-KISA-2025-057,마이크로소프트5673코리아 유한책임회사,마이크로소프트 한국 데이터센터(IDC)의 운영(심사받지 않은 물리적 인프라 제외),2025-06-18~2028-06-17
ISMS,ISMS-KISA-2025-056,조선대학교,"학사행정시스템 운영(학적, 학사, 수강신청)",2025-06-18~2028-06-17
ISMS,ISMS-KISA-2025-055,주식회사 포블게이트,가상자산 거래소 원화 서비스 운영(고시 제18조의2에 따른 예비인증),2025-06-18~2028-06-17
ISMS,ISMS-KISA-2025-054,주식회사 엑스엘게임즈,온라인 게임 서비스 개발 및 운영(달빛조각사·다크게이머)(심사받지 않은 물리적 인프라 제외),2025-06-18~2028-06-17
